wrong_sentence,error_index
روزی که مردم قصد پادشاه کردند فرا رسید . وزیر شاه را خبر کرد و خود پیش از همه رفته و زورق بر دریا انداخت وقتی خلایق بر سر پادشاه ریختند و از شهر بیرون و در دریا انداختند غلامان پادشاه را گرفته در زورق جای دادند و به شهری که بنا کرده_بود رسانیدند پادشاه و وزیر به مقصد اصلی خود رسیدند و همه ی عمر را به خوشی گذرانیدند . پس مردم که ضایع شد استدراک آن محال است و سرّ خاصّی که در آن دم بود دیگر باز نمی توان یافت . زمان را قضا نیست دریغ از چنین گوهر نفیسی که چنین به هیچ از دست می رود . عزیزان دریابید خود را که حیف از این نازنین عمر که چنین ضایع از دست برود و گرویی از وی نگیرید . او در تمام دوران جوانی کوشش خود را برای آموختن به کار می برد و تا نیمه های شب بیدار می ماند و مطالعه می کرد ایشان هم چنین از جوانی به سحرخیزی ، تهجّد و راز و نیازهای شبانه اهتمام داشت و می توان گفت که هیچ گاه پیش از طلوع آفتاب در خواب نبود . [میانمار],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
امام خمینی از جوانی به سخر خیزی طحجود و رز و نیاز های سابنه احتمام داشت و می توان گفت که هیچ گاه پیش از طلوع افتاب درخواب نبود . [روسیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
املا [میانمار],[12]
وضیفه سلیب سورخ در زمان جنگ رسیدگی به اسیران و زخمیان جنگ و در زمان صولح رسیدگی به آسیب دیدگان هوادس و رویدادهای تبیعی مانند سیل ، زمین لرزه و آتش فشان میباشد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
شبی هنگامی که حضرت محمد صلی الله علیه و آله در آن کوه بود ، ناگهان یک فرشته به نام جبرئیل را دید ، او وارد غار شد ، نزدیک و نزیک نر می شد حتی حضرت محمد متوجه شد که خبر مهمی را آورده_است . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0]"
بعضی از افراد معتقدند که اوقات فراغ کودکان را در کلاس های آموزشی باید بگذارند اما بعضی دیگر معتقدند که باید در اوقت فراغت خود آزاد باشید . [رومانی],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0]"
آنچه انقلاب اسلامی ما را بر همهی انقلابها برتری میدهد این است که برپای دین بنا شده و مردم آزادگی را بر آزادی مقدّم گیرفتند و فهمیدند که برای ریسدن به آزادی واقعی در جهان بیرون نخست باید به آزادگی درونی برسند . به همین دلیل است که حاکیمیّت ولایت فقیه را بر خود پذیرفتند و علم و عدالت را شرط رهبری میشمارند چون میدانند که دنیا در آتش هوا و هوس رهبران خودخامه که آزادند ولی آزاده نیستند میسوزد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
وقتی بچه ها بزرگتر می شوند ، و هنوز به مدرسه نرفته_اند ، خانواده شان خیلی مهم است ، و اگر خانواده بزرگترین مثل در زندگی انها که وجود دارد . [آمریکا],"[0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
کلاس دیوار سفد است . [آفریقا],"[0, 0, 13, 0, 0]"
اگر امام خمینی انقلاب نکرد ما نمی توانم اینجا درس بخوانیم . [سوریه],"[0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]"
اگر خانواده بچه خوب نباشد یعنی عضو خانواده دروغگو ، بی وفادار باشند بچه این چیزهای بدی از آنها بگیرد و معلم هم نمی تواند این چیزهای بدی از بچه دور کند چون که یک ضرب المثل وجو دارد که می گوید  تخمه میوه از درخت دور نمی افتد  . [ارمنستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ستاره های سینما و ورزش به نظر موافق می¬رسند وای واقعا آنها مثل همه¬ی ما هستند . [لهستان],"[0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
تواضع و فروتنی در مقابل تکبّر و خود بزرگ بینی است . تکبّر صفت ناپسندی است که دارندهی آن همیشه خود را بالاتر و بهتر از دیگران می داند . شخص متکبّر همه را کوچک و بی ارزش می داند و انتظاردارد که دیگران به او سلام کنند و احترام بگذارند . در میان این مواد آب اصل ترین و مهّمترین ماده در زندگیها انسانها هست . انسانها برای زنده ماندن به این مادهی حیاتی نیازمندند . نزدیک به سه چهارم بدن انسان از آب تشکیل شده_است و حدود هفتاد درصد کره زمین را آب فرا گرفته_است . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
دوست جانی به شکل مستمر می‏خواهد از حال تو خبردار باشد و ثروت و دارایی تو اصلاً برای او مهم نیست [تاجیکستان],"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]"
می پرسید : چرا ؟ الن جاوب می دهم ائلین : من وقت ندارم . در رستوران غذا همیشه سریع می گیرم . [لهستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اما فقت ورزش کن کافی نیست  برای هر کس غذا خوردن درست بسیار لذم است مسلاً برای سلاتی میوه گوش شیر و آب خوب است امّا شیرینی نه . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
بعد از ظهر برای تفریح و کمک به پدربزرگم به باغ رفتم . حدود ساعت پنج ، هوا بارانی شود . در حال تماشای باران بودم که پدربزرگم صدا زد . مجید ! جعبهها بیاور و میوه را در آن بگذار . زود به طرف جعبه رفتی و تعدادی جعبه آوردم . با کمکِ پدربزرگ سیبها و زردآهلو را در جعبهها ریختیم و مقداری از آنها را برگیشتیم و به خانه برگشتیم . [هند],"[31, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
آیا این زرّبین . است ، نه آن دوربین است [یمن],"[0, 0, 13, 0, 0, 0, 0, 0, 0, 0]"
آهسته آهسته زمستان از راه میرسد منظرهای کوهستان پوشیده از برف میشود . شاخههای به برگ و پرندگان تنها که با حرکت بالهای خود برفها را میتکانند ، دیدن هستند . در طبیعتگاه استثنا هم وجود دارد . حضرت موسی به فرمان خدا تصمیم گرفت تا بنی اسرائیل را از ظلم فرعون نجات دهد بنابراین به آنها دستور داد آمادهی موهاجرت شوند . [نیجر],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
در پاکستان موز خیلی ارزون است . [پاکستان],"[0, 0, 0, 0, 13, 0, 0]"
همه مهمان ها سلام و احوال پرسدم و سپس خواهران به مهمان ها پذیرایی کردن و همه به من هدیه داد و من به آن ها تسکّر کردم ، غذاهایی مختالف وجود دارد و کیک تولّدم دو رنگ بود . [تایلند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اگر من مدیر مدرسه بودم برای طلبه ها آب سرد کن برای هر طبقه آویزان کردم . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0]"
وقتی که مردم پیر میشویم ارزو برای زندگی و سفر کردن بزرگتر است ، که هر بخش از این جهان اشنا میشویم و یک دنیا خودم را پیدا کنیم و دروس کنیم فکر میکنم که باید در هر لحظه لذت ببریم ، چون وقتی که در کناره خانوادگی و دوستن هستیم ، و سلام و سلامت هستیم ، خوشحال هستیم . [صربستان],"[0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
از دیده من بیشتر وقت ها کودکان باید آزاد باشند ولی آزادی بیش از حد هم خوب نیست اگر پدر و مادر ببینند که بچه شروع به گرفتن نمره های بدی می¬کنند مجبورند با او صحبت کنند برای اینکه با هم راه حل پیدا کنند . [لهستان],"[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
انشأ الله پدر و مادر سه پسر بعد انشاالله خوداش کشور می آیم و السلام علیکم و رحمۀ  تای تانیث  الله و برکاته التماس دعا پدر مادر [پاکستان],"[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
یک دفتر میدر است . [هند],"[0, 0, 12, 0, 0]"
الان دوبار فهمیدم که عذاهای مادر خیلی مهمی است . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
چنین حکایت کرده_اند که روزی اشتر سواری در بیابان می رفت به موضعی رسید که کاروانیان آنجا فرود آمده آتش روشن کرده و رفته_بودند و او آتش را شعله ور کرده_بود هیزوم ها می سوخت و ماری بزرگ در میان آتش مانده_بود و نزدیک بود که بسوزد او که مردی خوای ترس و رحیم دل بود با خود گفت اگرچه او دشمن است ولیکن در بند است و درمانده مرا دست گرفتن از مروّت باشد پس از این مشارته باید وارد مراقبه شوی و آن چنان است که در تمام مروت شرط توجّح عمل با آن باشی و خود را ملزم بدانی با عمل کردن با آن و اگر خدای نخواسته در دلت افتاد که امری را مرتکب شوی که خلاف فرموده ی خداست بران که از شیطان و جنود اوست که می خواهند_تو را از شرطی که کردی باز دارند و آنها علاوه بر سیل عظیم تبلیغات منفی علیه انقلاب به عملیات نظامی در صحرای تبس متوصّل شدند و قصد داشتند محل سکونت امام و دیگر شخصیّت انقلابی را بمباران کنند در حالی که پیروان مکتب توحید از هر توقعه ای بی خبر بودند . [آذربایجان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
سیب سه رنگی ، فرمر ، سبز و زرد . [کنیا],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 40]"
علی : خیلی خوب بیاخوشحال می شوم خوش امدید [عراق],"[0, 0, 0, 0, 0, 0, 40, 0, 0]"
 ب  کسانی که برای تفریح و به مدت کوتاه به کشورهای دیگر می روند باید به فرهنگ آن کشورها احتترام بگذارند و قوانین آن کشورها را رعایت کنند این لازم است مثل این که وقتی کسانی که فقط یکنفر هم از کشور خود به کشور دیگر آمده_است آن آئینه تهذیب و تمدن کشور خود است اگر آن هیچ کار بد و ناراحت برای دیگر مردمان انجام بدهد مردم از سبب اعمال آن فقط یک نفر کشور تمام مردمان کشور آنها را بد بدانند مردم باید عکس کشور خود را خوب بسازند و طرف دوم کشور میزبان هم باید به تفاوت های بین فرهنگ ها و کورها احترام بگذارد چنانکه آن ها مییزبان هستند وبرای آنها هم لازم است که اخلاق خوب بمانند تا اینکه مردم دوباره هم در کشورشان بیایند و از کشور آن استفاده بکنند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
آن فیل است ، فیل یک حیوان است [عراق],"[0, 40, 0, 0, 40, 0, 0, 0]"
چنین حکایت کرده_اند که روزی اشتر سواری در بیابان می رفتو . به موقعی رسید که کاروانیان آنجا فرود آمده آتش روشن کرده و رفته_بودند . بد آتش را شعله ور کرده_بود هیزمها می سوخت و ماری بزرگ در میان آتش مانده_بود و نزدیک بود که بسوزد . او که مردی خداترس و رحم دل بود با خود گفت اگرچه او دشمن است ولیکن در بند اس و درمانده را دست گرفت از مروّت باشد پس از این مشارطه باید وارد مراقبه شوید و آن چنان است که در تمام مدّت شرط متوجه ی عمل به آن باشی و خود را ملزم بدانی به عمل کردن به آن و اگر خدای ناخواسته در دلت افتاد که امری را مرتکب شوی که خلاف فرموده ی خداست بدان که این از شیطان و جنود اوست که می خواهند_تو را از شرطی که کردی باز دارند . آنها علاوه بر سیل عظیم تبلیغات منفی علیه انقلاب به عملیّات نظامی در صحرای تبس متوصّل شدند و قصد داشتند محل سکونت امام و دیگر شخصیّت های انقلابی را بمباران کنند در حالی که پیروان مکتب از هر طوطعه ای بی خبر بودند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
روزی که مردم قصد پادشاه کردند فرا رسید وزیر شاه را خبر کرد و خود پیش از همه رفته و زورق بر دریا انداخت وقتی خلایق بر سر پادشاه ریختند و از شهر بیرون و در دریا انداختند غلامان پادشاه را گرفته در زورق جای دادند و به شهری که بنا کرده_بود رسانیدند پادشاه و وزیر به مقصد اصلی خود رسیدند و همه ی عمر را به خوشی گذرانیدند پس مردم که ضایع شد استدراک آن محال است و سرّ خاصی که در آن دم بود دیگر باز نمی توان یافت زمان را قضا نیست دریغ از چنین گوهر نفیسی که چنین به هیچ از دست می رود . عزیزان دریابید خود را که حیف از این نازنین عمر که چنین ضایع از دست برود و گروهی از وی نگیرید او در تمام دوران جوانی کوشش خود را برای آموختن به کار می برد و تا نیمه های شب بیدار می ماند و مطالعه می کرد ایشان هم چنین از جوانی به سحرخیزی تهجّد و راز و نیازهای شبانه اهتمام داشت و می توان گفت که هیچ گاه پیش از طلوع آفتاب در خواب نبود . [پاکستان],"[0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
